Category,Synonym,Matched CUI,Canonical Name,Keyword
Hyperglycemic,,C0046056,fluorodeoxyglucose f18,glucose
Hyperglycemic,,C0046065,2-deoxymaltose,glucose
Hyperglycemic,,C0046819,3'-galactosyllactose,glucose
Hyperglycemic,,C0047066,"3,6-dideoxy-4-keto-d-glucose",glucose
Hyperglycemic,,C0047343,3-deoxy-3-fluoro-d-glucose,glucose
Hyperglycemic,,C0047529,3-ketolactose,glucose
Hyperglycemic,,C0047666,3-o-methylglucose,glucose
Hyperglycemic,,C0048657,4-o-mannopyranosyl-2-acetamido-2-deoxyglucose,glucose
Hyperglycemic,,C0049072,5-azidouridine 5'-diphosphoglucose,glucose
Hyperglycemic,,C0049237,"5-hydroxymethyl-1,2,3,4-cyclohexanetetrol",glucose
Hyperglycemic,,C0049366,5-thio-d-glucose,glucose
Hyperglycemic,,C0049528,6-chloro-6-deoxyglucose,glucose
Hyperglycemic,,C0049543,6-deoxy-6-fluoroglucose,glucose
Hyperglycemic,,C0049551,6-deoxyglucose,glucose
Hyperglycemic,,C0049557,6-desoxy-d-glucosamine,glucose
Hyperglycemic,,C0050393,acarbose,glucose
Hyperglycemic,,C0050552,acid citrate dextrose,glucose
Hyperglycemic,,C0052017,antibiotic sf 1933,glucose
Hyperglycemic,,C0053308,benzylidene glucose,glucose
Hyperglycemic,,C0054648,carbamylphosphate-d-glucose phosphotransferase,glucose
Hyperglycemic,,C0055038,cellotetraose,glucose
Hyperglycemic,,C0055465,chlorozotocin,glucose
Hyperglycemic,,C0055816,citrate phosphate dextrose,glucose
Hyperglycemic,,C0058542,dna beta-glucosyltransferase,glucose
Hyperglycemic,,C0058662,dolichol-d-glucosylmonophosphate,glucose
Hyperglycemic,,C0058681,dona 200,glucose
Hyperglycemic,,C0058777,"dtdpglucose 4,6-dehydratase",glucose
Hyperglycemic,,C0059829,ethylidene glucose,glucose
Hyperglycemic,,C0060009,factor iii(glc),glucose
Hyperglycemic,,C0060574,"glucose, glycerol, hydroxyethyl starch, perfluorodecalin, perfluorotripropylamine, pluronic f-68, salts, yolk phospholipids drug combination",glucose
Hyperglycemic,,C0061126,gastric inhibitory polypeptide receptor,glucose
Hyperglycemic,,C0061213,gentiobiose,glucose
Hyperglycemic,,C0061295,gla 60,glucose
Hyperglycemic,,C0061377,glucametacin,glucose
Hyperglycemic,,C0061390,"glucopyranose-1,2-cyclic phosphate",glucose
Hyperglycemic,,C0061400,"glucose 1,6-bisphosphate synthase",glucose
Hyperglycemic,,C0061401,"glucose 1,6-diphosphate phosphatase",glucose
Hyperglycemic,,C0061402,glucose 6-arsenate,glucose
Hyperglycemic,,C0061405,glucose dehydrogenase (pyrroloquinoline-quinone),glucose
Hyperglycemic,,C0061406,glucose peroxidase,glucose
Hyperglycemic,,C0061407,glucose receptor,glucose
Hyperglycemic,,C0061408,glucose tetrasaccharide,glucose
Hyperglycemic,,C0061409,glucose tolerance factor,glucose
Hyperglycemic,,C0061410,glucose utilization inhibitor,glucose
Hyperglycemic,,C0061411,"glucose 1,6-bisphosphate",glucose
Hyperglycemic,,C0061412,glucose-1-fructose-2-oxidoreductase,glucose
Hyperglycemic,,C0061413,glucose-1-phosphatase,glucose
Hyperglycemic,,C0061414,glucose-1-phosphate,glucose
Hyperglycemic,,C0061415,glucose-1-phosphate adenylyltransferase,glucose
Hyperglycemic,,C0061416,glucose-1-phosphate cytidylyltransferase,glucose
Hyperglycemic,,C0061417,glucose-1-phosphate thymidylyltransferase,glucose
Hyperglycemic,,C0061418,glucose-6-phosphate,glucose
Hyperglycemic,,C0061419,glucose-6-phosphate translocase,glucose
Hyperglycemic,,C0061420,glucose-insulin-potassium cardioplegic solution,glucose
Hyperglycemic,,C0061421,glucose-regulated proteins,glucose
Hyperglycemic,,C0061434,glucosylgalactosylhydroxylysine,glucose
Hyperglycemic,,C0061437,glucosylurea,glucose
Hyperglycemic,,C0061982,guanosine diphosphate glucose,glucose
Hyperglycemic,,C0062495,hemostimulin,glucose
Hyperglycemic,,C0062805,hla-a28 antigen,BG
Hyperglycemic,,C0062820,hla-b17 antigen,BG
Hyperglycemic,,C0063272,ic 831423,glucose
Hyperglycemic,,C0063500,indoleacetyl-glucose-myo-inositol indoleacetyl transferase,glucose
Hyperglycemic,,C0064000,isomaltohexose,glucose
Hyperglycemic,,C0064046,isoprimeverose,glucose
Hyperglycemic,,C0064400,kojibiose,glucose
Hyperglycemic,,C0064595,lacto-n-neotetraose,glucose
Hyperglycemic,,C0064610,lactosamine,glucose
Hyperglycemic,,C0064632,laminaribiose,glucose
Hyperglycemic,,C0065423,m 254,hyper
Hyperglycemic,,C0065603,maltoheptaose,glucose
Hyperglycemic,,C0065610,maltose tetrapalmitate,glucose
Hyperglycemic,,C0065615,maltotetraose,glucose
Hyperglycemic,,C0065616,maltotriose,glucose
Hyperglycemic,,C0065700,mannosyl(5)-n-acetyl(2)-glucose diphosphate dolichol,glucose
Hyperglycemic,,C0066995,mycaminose,glucose
Hyperglycemic,,C0067279,"n,n',n''-triacetylchitotriose",glucose
Hyperglycemic,,C0067339,"n,n-diacetylchitobiose",glucose
Hyperglycemic,,C0067706,n-acetylgalactosaminyl-(1-4)-glucose,glucose
Hyperglycemic,,C0067713,n-acetylglucosamine-6-sulfate,glucose
Hyperglycemic,,C0067750,n-acetylmuramic acid,glucose
Hyperglycemic,,C0068551,nephritogenoside,glucose
Hyperglycemic,,C0069236,o-6-deoxy-6-((2-pyridyl)amino)-alpha-d-glucopyranosyl-(1-4)-o-alpha-d-glucopyranosyl-(1-4)-o-alpha-d-glucopyranosyl-(1-4)-o-alpha-d-glucopyranosyl-(1-4)-o-alpha-d-glucopyranosyl-(1-4)-d-glucitol,glucose
Hyperglycemic,,C0069443,oligostatin c,glucose
Hyperglycemic,,C0069444,oligostatin d,glucose
Hyperglycemic,,C0069445,oligostatin e,glucose
Hyperglycemic,,C0069895,p(1)-(adenosine-5')-p(3)-(glucose-6)triphosphate,glucose
Hyperglycemic,,C0070027,panose,glucose
Hyperglycemic,,C0070287,pentaglycosyl ceramide,glucose
Hyperglycemic,,C0070842,phosphoenolpyruvate-glucose phosphotransferase,glucose
Hyperglycemic,,C0070858,phosphoglucokinase,glucose
Hyperglycemic,,C0071488,poly-n-acetyllactosamine,glucose
Hyperglycemic,,C0071596,polyisoprenol phosphate glucose,glucose
Hyperglycemic,,C0071654,polyphosphate-glucose phosphotransferase,glucose
Hyperglycemic,,C0072653,pyranose oxidase,glucose
Hyperglycemic,,C0072708,pyridoxal phosphoglucose,glucose
Hyperglycemic,,C0072709,pyridoxal(5')diphospho(1)-glucose,glucose
Hyperglycemic,,C0074906,sophorose,glucose
Hyperglycemic,,C0075485,sucrose synthase,glucose
Hyperglycemic,,C0077685,udp glucose-collagen glucosyltransferase,glucose
Hyperglycemic,,C0077702,udp-glucose-indoleacetic acid glucosyl transferase,glucose
Hyperglycemic,,C0077752,udpglucose-glycoprotein glucose-1-phosphotransferase,glucose
Hyperglycemic,,C0077753,lipopolysaccharide glucosyltransferase i,glucose
Hyperglycemic,,C0077754,udpglucose-poriferasterol glucosyltransferase,glucose
Hyperglycemic,,C0077887,uridine diphosphate 2-deoxyglucose,glucose
Hyperglycemic,,C0079318,euglycemic clamp,glucose
Hyperglycemic,,C0081773,bg 104,BG
Hyperglycemic,,C0082716,glucose 6-(hydrogen sulfate),glucose
Hyperglycemic,,C0082717,glucose mycolate,glucose
Hyperglycemic,,C0083812,o(6)-benzylguanine,BG
Hyperglycemic,,C0084119,polylactosamine,glucose
Hyperglycemic,,C0084630,"cyc8 protein, s cerevisiae",glucose
Hyperglycemic,,C0085005,woodfordin c,glucose
Hyperglycemic,,C0088960,1-(n-l-tryptophan)-1-deoxy-d-glucose,glucose
Hyperglycemic,,C0089647,1-o-(indol-3-ylacetyl)-beta-d-glucose synthase,glucose
Hyperglycemic,,C0091755,"2,6-diamino-2,6-dideoxy-d-glucose",glucose
Hyperglycemic,,C0092882,2-fluoro-2-deoxy-d-glucose,glucose
Hyperglycemic,,C0092892,2-deoxy-4-o-phosphono-3-o-tetradecanoyl-2-(3-tetradecanoyloxytetradecanamido)-d-glucose,glucose
Hyperglycemic,,C0093000,2-fluoro-2-deoxyglucose-6-phosphate,glucose
Hyperglycemic,,C0094407,"3,3'-o-(5-(acetylamino)-2,4,6-triiodo-1,3-phenylene)bis-d-glucose",glucose
Hyperglycemic,,C0096145,4'-galactooligosaccharide,glucose
Hyperglycemic,,C0098141,5-amino-d-glucose,glucose
Hyperglycemic,,C0105916,1-thio-beta-d-glucose,glucose
Hyperglycemic,,C0106201,bg 8865,BG
Hyperglycemic,,C0108863,cdp-4-keto-6-deoxy-d-glucose-3-dehydrase,glucose
Hyperglycemic,,C0109565,cholesterol-3-glucose,glucose
Hyperglycemic,,C0116250,enzyme ii (glucose),glucose
Hyperglycemic,,C0116600,esterbut-3,glucose
Hyperglycemic,,C0116601,esterbut-6,glucose
Hyperglycemic,,C0118598,gal(alphal-3)-gal(betal-4)glc,glucose
Hyperglycemic,,C0118599,gal(beta1-3)-gal(beta1-4)glc,glucose
Hyperglycemic,,C0119421,glucose isomerase,glucose
Hyperglycemic,,C0119422,glucose permease,glucose
Hyperglycemic,,C0119431,glucose-regulated protein 100,glucose
Hyperglycemic,,C0119432,glucose-regulated protein 94,glucose
Hyperglycemic,,C0119433,glucose-related protein 75,glucose
Hyperglycemic,,C0119435,"glucose-specific permease, phosphotransferase system",glucose
Hyperglycemic,,C0119484,glucose transporter type 3,glucose
Hyperglycemic,,C0119659,glyceraldehyde 3-phosphate dehydrogenase (304-313),BG
Hyperglycemic,,C0120370,glucose related protein grp75,glucose
Hyperglycemic,,C0120372,glucose-regulated protein grp94,glucose
Hyperglycemic,,C0123497,indole-3-acetate beta-glucosyltransferase,glucose
Hyperglycemic,,C0126991,"mannosylglycoprotein 1,3-glucosyltransferase",glucose
Hyperglycemic,,C0130711,n-acetylglucosamine kinase,glucose
Hyperglycemic,,C0138006,potassium glucose 6-o-sulfate,glucose
Hyperglycemic,,C0140293,retinoylglucose,glucose
Hyperglycemic,,C0145056,technetium tc 99m glucose-1-phosphate,glucose
Hyperglycemic,,C0147660,udp-glucose-indol-3-ylacetate beta-d-glucosyltransferase,glucose
Hyperglycemic,,C0150252,hyperglycemia management,hyperglycemia
Hyperglycemic,,C0150254,hypoglycemia management,hypoglycemia
Hyperglycemic,,C0151367,"synovial fluid glucose, mg%",glucose
Hyperglycemic,,C0151407,"serum glucose, mg%",glucose
Hyperglycemic,,C0151671,glucose tolerance decreased (finding),glucose
Hyperglycemic,,C0151672,glucosuria false positive,glucose
Hyperglycemic,,C0156878,"abnormal glucose tolerance in mother complicating pregnancy, childbirth and/or puerperium",glucose
Hyperglycemic,,C0156879,"abnormal glucose tolerance of mother, unspecified as to episode of care or not applicable",glucose
Hyperglycemic,,C0156880,"abnormal glucose tolerance of mother, delivered, with or without mention of antepartum condition",glucose
Hyperglycemic,,C0156881,"abnormal glucose tolerance of mother, delivered, with mention of postpartum complication",glucose
Hyperglycemic,,C0156882,"abnormal glucose tolerance of mother, antepartum condition or complication",glucose
Hyperglycemic,,C0156883,"abnormal glucose tolerance of mother, postpartum condition or complication",glucose
Hyperglycemic,,C0158986,neonatal hypoglycemia,blood sugar
Hyperglycemic,,C0159069,abnormal glucose tolerance test,glucose
Hyperglycemic,,C0163410,ceramide glucosyltransferase,glucose
Hyperglycemic,,C0163570,"1,2-o-isopropylidene-d-glucofuranose",glucose
Hyperglycemic,,C0164537,5-fluorouridine diphosphate glucose,glucose
Hyperglycemic,,C0166441,glucose transporter type 4,glucose
Hyperglycemic,,C0166821,cytidine diphosphate-glucose,glucose
Hyperglycemic,,C0167638,glucose-fructose oxidoreductase,glucose
Hyperglycemic,,C0168458,glut-1 protein,glucose
Hyperglycemic,,C0172870,glucose transporter type 5,glucose
Hyperglycemic,,C0174599,"slc2a2 protein, human",glucose
Hyperglycemic,,C0174600,"slc2a2 protein, mouse",glucose
Hyperglycemic,,C0174601,"slc2a2 protein, rat",glucose
Hyperglycemic,,C0174602,glucose transporter type 2,glucose
Hyperglycemic,,C0178665,glucose tolerance,glucose
Hyperglycemic,,C0178666,glucose transport,glucose
Hyperglycemic,,C0181254,"blankets, circulating-liquid",hypo
Hyperglycemic,,C0181255,"warming/cooling units, patient",hypo
Hyperglycemic,,C0181256,"hypo/hyperthermia units, central",hypo
Hyperglycemic,,C0181257,"hypo/hyperthermia units, mobile",hypo
Hyperglycemic,,C0181258,"hypo/hyperthermia units, mobile, general-purpose",hypo
Hyperglycemic,,C0181259,"warming/cooling units, patient, heart-lung bypass",hypo
Hyperglycemic,,C0181260,"hypoglycemia detection units, nocturnal",hypoglycemia
Hyperglycemic,,C0182876,"reagents, strip, glucose",glucose
Hyperglycemic,,C0202040,"glucose measurement, csf",glucose
Hyperglycemic,,C0202041,"glucose measurement, serum",glucose
Hyperglycemic,,C0202042,plasma glucose measurement,glucose
Hyperglycemic,,C0202045,"glucose measurement, fasting",glucose
Hyperglycemic,,C0202046,"glucose measurement, random",glucose
Hyperglycemic,,C0202048,glucose measurement by monitoring device,glucose
Hyperglycemic,,C0202049,measurement of glucose 2 hours after glucose challenge for glucose tolerance test,glucose
Hyperglycemic,,C0202050,measurement of glucose 3 hours after glucose challenge for glucose tolerance test,glucose
Hyperglycemic,,C0202051,measurement of glucose 5 hours after glucose challenge for glucose tolerance test,glucose
Hyperglycemic,,C0202052,glucose phosphate isomerase measurement,glucose
Hyperglycemic,,C0202509,urinalysis glucose qualitative measurement,glucose
Hyperglycemic,,C0207715,"galactosyl-1,3-n-acetylglucosamine",glucose
Hyperglycemic,,C0208019,uridine-2-deoxy-2-fluoro-d-glucose diphosphate ester,glucose
Hyperglycemic,,C0208413,"3,6-di-o-methylglucose",glucose
Hyperglycemic,,C0210056,bg 8967,BG
Hyperglycemic,,C0212337,alpha-d-glucose-1-methylenephosphonate,glucose
Hyperglycemic,,C0212338,glucose-1-methylenephosphonate,glucose
Hyperglycemic,,C0220292,low potassium dextran glucose solution,glucose
Hyperglycemic,,C0220837,glucose dehydrogenase,glucose
Hyperglycemic,,C0235401,abnormal glucose tolerance,glucose
Hyperglycemic,,C0235402,glucose tolerance curve abnormal,glucose
Hyperglycemic,,C0236460,whole blood glucose test,blood glucose
Hyperglycemic,,C0237987,glucose-6-phosphate dehydrogenase deficiency anemia,glucose
Hyperglycemic,,C0238036,bronchocentric granulomatosis,BG
Hyperglycemic,,C0238179,"hypoglycemia, exogenous",hypoglycemia
Hyperglycemic,,C0238181,"hypoglycemia, reactive functional",hypoglycemia
Hyperglycemic,,C0238922,cerebral spinal fluid glucose decreased,glucose
Hyperglycemic,,C0239979,"hyperglycemia, severe",hyperglycemia
Hyperglycemic,,C0239980,"hyperglycemia, slight",hyperglycemia
Hyperglycemic,,C0242019,non-ketotic hyperosmolar hyperglycemia,hyperglycemia
Hyperglycemic,,C0244541,3-deoxy-3-iodo-d-glucose,glucose
Hyperglycemic,,C0245291,dolichol-p-glucose-dolichol-p-p-oligosaccharide glucosyltransferase,glucose
Hyperglycemic,,C0245293,dolichyl-p-glucose-man(9)(glcnac)2-pp-dolichol glucosyltransferase,glucose
Hyperglycemic,,C0245294,dolichol phosphate glucose-dolichol diphosphate oligosaccharide glucosyltransferase,glucose
Hyperglycemic,,C0245715,upd-glucose-thiohydroximate glucosyltransferase,glucose
Hyperglycemic,,C0248419,pancreatic and duodenal homeobox 1 protein,glucose
Hyperglycemic,,C0248805,sodium-glucose transporter 1,glucose
Hyperglycemic,,C0249652,3-o-(2-iodoethyl)glucose,glucose
Hyperglycemic,,C0250680,dtdp-d-glucose synthase,glucose
Hyperglycemic,,C0250899,sterol 3-beta-glucosyltransferase,glucose
Hyperglycemic,,C0251708,thymidine-diphospho-4-keto-6-deoxyglucose epimerase,glucose
Hyperglycemic,,C0251796,glucose-cysteine,glucose
Hyperglycemic,,C0251880,glucose-3-phosphatase,glucose
Hyperglycemic,,C0251914,"pdia3 protein, human",glucose
Hyperglycemic,,C0253164,glucose-6-phosphate dehydrogenase kobe,glucose
Hyperglycemic,,C0253266,"glucose facilitator protein, zymomonas",glucose
Hyperglycemic,,C0254476,6-o-galloylglucose,glucose
Hyperglycemic,,C0255225,maltose 6-phosphate,glucose
Hyperglycemic,,C0255472,acid leather red bg,BG
Hyperglycemic,,C0255673,bg ii toxin,BG
Hyperglycemic,,C0255674,bg iii toxin,BG
Hyperglycemic,,C0257665,medikhronal,glucose
Hyperglycemic,,C0257753,glucose aldonitrile pentaacetate,glucose
Hyperglycemic,,C0258123,hypocal,hypo
Hyperglycemic,,C0258623,"cdp-glucose 4,6-dehydratase",glucose
Hyperglycemic,,C0259112,soyasaponin beta g,BG
Hyperglycemic,,C0264614,hypernasality,hyper
Hyperglycemic,,C0267650,hypoglycemia following gastrointestinal surgery,hypoglycemia
Hyperglycemic,,C0268005,hyposmolality syndrome,hypo
Hyperglycemic,,C0268146,glucose-6-phosphate transport defect,glucose
Hyperglycemic,,C0268151,classical galactosemia,glucose
Hyperglycemic,,C0268176,nonglucosuric melituria,glucose
Hyperglycemic,,C0268186,congenital glucose-galactose malabsorption,glucose
Hyperglycemic,,C0268630,hyper-beta-alaninemia,hyper
Hyperglycemic,,C0270230,hypoglycemia of piglets,hypoglycemia
Hyperglycemic,,C0271650,glucose intolerance (disease),glucose
Hyperglycemic,,C0271651,impaired glucose tolerance in obese,glucose
Hyperglycemic,,C0271652,impaired glucose tolerance in nonobese,glucose
Hyperglycemic,,C0271653,impaired glucose tolerance in mody,glucose
Hyperglycemic,,C0271654,impaired glucose tolerance associated with pancreatic disease,glucose
Hyperglycemic,,C0271655,impaired glucose tolerance associated with hormonal etiology,glucose
Hyperglycemic,,C0271656,impaired glucose tolerance associated with drugs,glucose
Hyperglycemic,,C0271657,impaired glucose tolerance associated with genetic syndrome,glucose
Hyperglycemic,,C0271658,impaired glucose tolerance associated with insulin receptor abnormality,glucose
Hyperglycemic,,C0271659,impaired glucose tolerance associated with unlisted conditions,glucose
Hyperglycemic,,C0271660,previous abnormality of glucose tolerance,glucose
Hyperglycemic,,C0271661,potential abnormality of glucose tolerance,glucose
Hyperglycemic,,C0271665,"pregestational diabetes mellitus and/or impaired glucose tolerance, modified white class a",glucose
Hyperglycemic,,C0271666,"pregestational diabetes mellitus and/or impaired glucose tolerance, modified white class b",glucose
Hyperglycemic,,C0271667,"pregestational diabetes mellitus and/or impaired glucose tolerance, modified white class c",glucose
Hyperglycemic,,C0271668,"pregestational diabetes mellitus and/or impaired glucose tolerance, modified white class d",glucose
Hyperglycemic,,C0271669,"pregestational diabetes mellitus and/or impaired glucose tolerance, modified white class f",glucose
Hyperglycemic,,C0271670,"pregestational diabetes mellitus and/or impaired glucose tolerance, modified white class r",glucose
Hyperglycemic,,C0271671,"pregestational diabetes mellitus and/or impaired glucose tolerance, modified white class fr",glucose
Hyperglycemic,,C0271703,factitious hypoglycemia,hypoglycemia
Hyperglycemic,,C0271707,autoimmune hypoglycemia,hypoglycemia
Hyperglycemic,,C0271708,fasting hypoglycemia,blood sugar
Hyperglycemic,,C0271709,idiopathic postprandial hypoglycemia,hypoglycemia
Hyperglycemic,,C0271710,reactive hypoglycemia,blood sugar
Hyperglycemic,,C0271711,spontaneous hypoglycemia,hypoglycemia
Hyperglycemic,,C0271712,hypoglycemia of childhood,hypoglycemia
Hyperglycemic,,C0271713,ketotic hypoglycemia,blood sugar
Hyperglycemic,,C0271714,"hypoglycemia, leucine-induced",hypoglycemia
Hyperglycemic,,C0271715,mixed hypoglycemia,hypoglycemia
Hyperglycemic,,C0271716,postpancreatectomy hyperglycemia,hyperglycemia
Hyperglycemic,,C0272055,glucose-6-phosphate dehydrogenase variant enzyme deficiency anemia,glucose
Hyperglycemic,,C0272056,g-6-pd class i variant anemia,glucose
Hyperglycemic,,C0272057,g-6-pd class ii variant anemia,glucose
Hyperglycemic,,C0272058,g-6-pd class iii variant anemia,glucose
Hyperglycemic,,C0272059,g-6-pd class iv variant anemia,glucose
Hyperglycemic,,C0272060,g-6-pd class v variant anemia,glucose
Hyperglycemic,,C0272064,hnsha due to glucose phosphate isomerase deficiency,glucose
Hyperglycemic,,C0272236,hyperimmunoglobulin m syndrome,hyper
Hyperglycemic,,C0281639,carmustine/o6-benzylguanine,BG
Hyperglycemic,,C0285843,bg 5p,BG
Hyperglycemic,,C0289635,camelliatannin h,glucose
Hyperglycemic,,C0291227,thionigerose,glucose
